geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000111128,1.86067301,0.001836461,0.358792798,0.005623413,
ENSMUSG00000038664,1.860253568,7.15E-21,-0.653038634,0.000371535,
ENSMUSG00000029108,1.859915625,3.22E-15,0.541145027,7.24E-07,
ENSMUSG00000038023,1.859012624,3.74E-22,-0.205978226,0.000114815,
ENSMUSG00000097724,1.858593545,0.205684954,-0.072017231,0.000724436,
ENSMUSG00000041225,1.857871008,1.95E-11,1.759687196,0.000549541,
ENSMUSG00000109799,1.856159935,0.061040895,0.179898888,0.000457088,
ENSMUSG00000040118,1.853145648,1.43E-30,0.115459248,0.000912011,
ENSMUSG00000109901,1.852959586,7.96E-11,0.424349298,0.001348963,
ENSMUSG00000030861,1.852675676,1.10E-20,0.402351986,0.008912509,
ENSMUSG00000107191,1.845057924,0.426989167,0.02335475,0.008709636,
ENSMUSG00000028161,1.844530269,7.42E-32,-0.438985579,1.62E-06,
ENSMUSG00000047227,1.844344142,8.13E-09,2.483153374,5.50E-05,
ENSMUSG00000058402,1.842679373,5.23E-13,0.513301823,0.000758578,
ENSMUSG00000032594,1.840900226,1.07E-24,-0.086437539,0.000436516,
ENSMUSG00000041548,1.839784419,7.72E-37,-0.530496332,3.16E-11,
ENSMUSG00000028698,1.838006298,4.54E-12,-0.159238681,0.005754399,
ENSMUSG00000020282,1.831858588,1.21E-19,0.065538811,0.005011872,
ENSMUSG00000043252,1.830734566,2.44E-12,-0.212353602,1.51E-07,
ENSMUSG00000028184,1.826607682,6.19E-25,1.118271196,0.000154882,
ENSMUSG00000045039,1.822056276,9.59E-28,-0.009883289,3.89E-08,
ENSMUSG00000006638,1.822003113,0.000139255,-0.366880493,0.00030903,
ENSMUSG00000032565,1.820666343,1.92E-07,1.989561386,0.003890451,
ENSMUSG00000000901,1.819964794,3.23E-16,0.487956041,0.000549541,
ENSMUSG00000031129,1.817948962,1.18E-23,1.216752151,0.008317638,
ENSMUSG00000032194,1.809369575,4.55E-22,-0.279943666,1.26E-11,
ENSMUSG00000042439,1.807675592,2.29E-10,1.698284436,0.000457088,
ENSMUSG00000033703,1.806401676,1.19E-06,-0.685779515,0.005623413,
ENSMUSG00000017760,1.805061253,3.42E-24,-0.121453714,2.40E-06,
ENSMUSG00000075254,1.802825335,9.02E-18,-0.27371636,3.98E-13,
ENSMUSG00000081944,1.802200791,0.020602521,1.517503845,0.006456542,
ENSMUSG00000029093,1.797020292,1.23E-07,0.020510937,0.001412538,
ENSMUSG00000023912,1.793275797,7.86E-15,-0.622228393,4.07E-06,
ENSMUSG00000020315,1.792963333,2.14E-15,-0.57230172,3.16E-31,
ENSMUSG00000027799,1.792011674,6.17E-11,0.78608466,0.001412538,
ENSMUSG00000102881,1.785938853,0.616536644,4.319349662,0.007079458,
ENSMUSG00000033318,1.783832313,0.018459744,5.658035913,5.50E-05,
ENSMUSG00000035722,1.782755093,1.15E-19,-1.034646962,3.98E-06,
ENSMUSG00000002249,1.77924574,5.55E-32,-0.393131568,1.23E-08,
ENSMUSG00000020484,1.775149633,6.07E-09,-0.036316081,0.002511886,
ENSMUSG00000030287,1.772831943,2.65E-13,1.543476679,0.007079458,
ENSMUSG00000058672,1.770902629,3.22E-25,-0.075456943,2.51E-41,
ENSMUSG00000079037,1.769252617,2.82E-17,-0.237825897,1.26E-08,
ENSMUSG00000032913,1.768311488,3.67E-20,1.667697282,0.005370318,
ENSMUSG00000025203,1.768242494,2.76E-11,-0.101499037,6.03E-05,
ENSMUSG00000021510,1.767103629,4.06E-20,1.786294382,0.002454709,
ENSMUSG00000034379,1.766096563,1.25E-06,0.931776536,3.55E-06,
ENSMUSG00000043909,1.763060572,6.16E-12,-0.479690532,1.32E-10,
ENSMUSG00000020722,1.76044267,4.53E-27,-0.160739043,2.69E-06,
ENSMUSG00000004891,1.75558141,8.81E-10,-0.250541462,6.31E-24,
ENSMUSG00000030717,1.754050091,1.22E-28,0.423909318,0.008709636,
ENSMUSG00000041115,1.752342261,4.92E-11,-1.986809002,0.003890451,
ENSMUSG00000041777,1.751715589,1.64E-05,0.906689434,0.003981072,
ENSMUSG00000003847,1.745734163,1.22E-13,2.103720561,2.00E-24,
ENSMUSG00000038256,1.745306104,2.14E-12,-0.297963705,0.001380384,
ENSMUSG00000033577,1.744904076,4.54E-13,-0.523726928,0.007585776,
ENSMUSG00000098134,1.743772734,0.0023683,1.716131545,0.000104713,
ENSMUSG00000042903,1.737388602,3.69E-10,1.276425978,5.37E-05,
ENSMUSG00000069094,1.732590025,2.88E-22,0.983301104,0.006025596,
ENSMUSG00000028059,1.731055183,5.64E-87,-0.210907002,2.00E-24,
ENSMUSG00000018476,1.73088414,5.88E-07,0.058184805,0.00060256,
ENSMUSG00000062627,1.730079635,1.03E-36,1.365890913,1.00E-40,
ENSMUSG00000042046,1.727729526,1.91E-21,1.249110777,0.004786301,
ENSMUSG00000044646,1.727196698,2.02E-07,1.213949697,0.002187762,
ENSMUSG00000027522,1.726812477,1.19E-25,-0.683109505,2.04E-08,
ENSMUSG00000047446,1.725675711,6.36E-28,0.832001638,0.001412538,
ENSMUSG00000015094,1.723920444,9.27E-35,-0.578312648,5.25E-05,
ENSMUSG00000035759,1.723397443,0.000848838,1.454235756,0.001258925,
ENSMUSG00000003316,1.721547626,2.03E-27,0.254710267,2.00E-15,
ENSMUSG00000025790,1.721545377,1.07E-13,-0.960378187,5.62E-05,
ENSMUSG00000032086,1.719734416,4.00E-13,-0.228394748,3.63E-06,
ENSMUSG00000000194,1.71685026,2.25E-10,0.25004985,0.007762471,
ENSMUSG00000022558,1.715803615,1.92E-24,-1.873492727,0.006309573,
ENSMUSG00000079083,1.711205861,5.23E-14,0.523319076,0.000436516,
ENSMUSG00000030451,1.70900927,2.94E-12,0.26782316,0.003090295,
ENSMUSG00000075585,1.708322989,3.04E-09,1.02972724,0.002754229,
ENSMUSG00000071757,1.706202458,1.86E-19,0.690914724,0.00691831,
ENSMUSG00000026883,1.705322906,2.69E-18,0.084895928,0.00724436,
ENSMUSG00000062980,1.704631661,5.52E-17,1.307006423,8.71E-05,
ENSMUSG00000060301,1.704342398,1.16E-16,0.925306622,1.00E-18,
ENSMUSG00000054737,1.70266764,9.07E-06,1.683811014,1.26E-13,
ENSMUSG00000019055,1.70252036,2.16E-50,-0.267015162,1.29E-06,
ENSMUSG00000030824,1.701521499,5.52E-27,-0.743554008,0.000501187,
ENSMUSG00000032352,1.694106805,7.88E-18,0.715742788,2.95E-05,
ENSMUSG00000044952,1.693846081,0.020210718,1.400190347,9.77E-05,
ENSMUSG00000028641,1.691867718,1.65E-50,-0.630674846,0.00020893,
ENSMUSG00000027864,1.68990258,8.19E-39,0.429092959,0.001023293,
ENSMUSG00000085438,1.688251511,1.78E-16,-0.607545985,0.002951209,
ENSMUSG00000035711,1.687510012,0.063364491,-2.509148007,0.001122018,
ENSMUSG00000035095,1.687265661,4.76E-09,-0.539569043,0.000301995,
ENSMUSG00000064080,1.686053664,1.10E-09,-0.549100999,0.000891251,
ENSMUSG00000048895,1.685929002,9.23E-08,0.716923621,0.000758578,
ENSMUSG00000039382,1.685869498,2.59E-05,0.358449859,0.006456542,
ENSMUSG00000035781,1.68573842,5.73E-17,0.998717152,0.003467369,
ENSMUSG00000022708,1.68205975,8.33E-26,0.062882787,3.24E-06,
ENSMUSG00000041528,1.676714444,6.36E-25,-0.06503473,8.51E-06,
ENSMUSG00000110419,1.67381278,0.002129353,-3.144334797,0.00616595,
ENSMUSG00000052676,1.673141875,7.06E-08,1.056218046,2.51E-12,
ENSMUSG00000089682,1.672007462,2.29E-08,-0.011388445,0.000363078,
ENSMUSG00000097944,1.671935656,0.002695535,2.159521396,0.001071519,
ENSMUSG00000111375,1.670372786,1.75E-10,1.385153549,0.000398107,
ENSMUSG00000075419,1.669478811,1.08E-07,0.315455452,0.006025596,
ENSMUSG00000064363,1.669396813,2.72E-80,-0.074532031,6.31E-06,
ENSMUSG00000086681,1.66875001,0.259131331,2.407926904,0.00851138,
ENSMUSG00000030409,1.666613578,2.32E-11,0.06964029,1.29E-09,
ENSMUSG00000064302,1.665357514,8.11E-14,-0.225135388,0.000524807,
ENSMUSG00000001333,1.664600349,1.24E-24,0.013998469,1.23E-07,
ENSMUSG00000025357,1.658901475,4.12E-10,-0.415342228,1.45E-05,
ENSMUSG00000039831,1.658839125,4.89E-06,2.644592409,2.00E-26,
ENSMUSG00000017466,1.658408476,2.77E-24,-0.750754966,5.01E-61,
ENSMUSG00000069171,1.658206276,2.10E-35,1.116543773,0.002818383,
ENSMUSG00000051375,1.655919341,1.01E-19,-0.041632926,1.00E-16,
ENSMUSG00000026478,1.652602643,3.89E-13,-0.137705961,5.89E-06,
ENSMUSG00000025572,1.650872163,6.38E-22,-0.197245173,0.000301995,
ENSMUSG00000039262,1.650453931,7.06E-10,0.249601838,5.01E-12,
ENSMUSG00000045752,1.649852142,2.10E-08,0.236277686,1.26E-13,
ENSMUSG00000004994,1.642099687,3.85E-07,1.235240785,0.000218776,
ENSMUSG00000018395,1.641864202,3.59E-17,-0.256197604,0.000288403,
ENSMUSG00000038910,1.64069196,4.11E-07,-0.02212436,0.003019952,
ENSMUSG00000037933,1.640477719,2.87E-21,-0.104028295,5.01E-32,
ENSMUSG00000072660,1.640073456,0.175966601,2.986475974,0.000549541,
ENSMUSG00000037606,1.638629513,1.32E-10,-0.306036629,4.07E-07,
ENSMUSG00000021950,1.63810201,0.007547152,0.09739452,2.45E-07,
ENSMUSG00000045962,1.637959765,1.44E-20,-0.829642338,3.98E-16,
ENSMUSG00000037032,1.637645265,8.84E-10,-0.744091041,9.12E-07,
ENSMUSG00000026578,1.636041201,0.000211185,0.179139852,0.000190546,
ENSMUSG00000018347,1.635886005,0.000253578,0.968281296,1.00E-11,
ENSMUSG00000030979,1.634241659,2.62E-11,-0.572491457,2.82E-06,
ENSMUSG00000052656,1.633852954,2.01E-07,0.467270834,0.006456542,
ENSMUSG00000021319,1.631193788,6.45E-06,3.023773552,5.50E-07,
ENSMUSG00000042063,1.630665267,4.18E-09,1.150185837,3.98E-25,
ENSMUSG00000035770,1.627097843,1.56E-10,0.518116,6.03E-09,
ENSMUSG00000027215,1.626552959,9.53E-16,-0.028839255,0.007762471,
ENSMUSG00000025812,1.623494138,2.38E-51,0.117170347,0.003467369,
ENSMUSG00000039103,1.622209547,1.15E-26,0.410962276,3.80E-06,
ENSMUSG00000027254,1.619324112,1.19E-08,-0.6537777,3.80E-05,
ENSMUSG00000034248,1.618823341,6.75E-14,0.913851186,0.000831764,
ENSMUSG00000003534,1.616249731,3.51E-36,-0.131858316,0.007585776,
ENSMUSG00000074064,1.616234273,2.89E-05,0.571112492,0.002691535,
ENSMUSG00000031824,1.615091289,6.39E-23,0.139230857,3.39E-05,
ENSMUSG00000056383,1.611263527,0.000477543,-0.496012932,0.001174898,
ENSMUSG00000021939,1.610713715,2.19E-07,-0.494269796,0.003630781,
ENSMUSG00000037287,1.610557176,2.52E-08,-0.505835014,0.000851138,
ENSMUSG00000112964,1.609923475,1.09E-09,2.201365588,7.76E-06,
ENSMUSG00000032479,1.607606183,1.10E-26,-0.367216733,1.15E-10,
ENSMUSG00000035649,1.607177134,1.01E-23,1.344455619,5.01E-22,
ENSMUSG00000006717,1.60660392,7.43E-05,0.451822914,9.55E-05,
ENSMUSG00000074909,1.604010504,4.92E-13,1.568626546,2.29E-08,
ENSMUSG00000019467,1.600950002,1.91E-22,-0.386539957,0.000398107,
ENSMUSG00000025485,1.600404922,8.98E-14,0.167827002,7.94E-06,
ENSMUSG00000038604,1.599474344,1.05E-14,-1.024071644,0.000128825,
ENSMUSG00000062312,1.599145613,2.31E-38,-0.012352394,0.003467369,
ENSMUSG00000037949,1.59885881,7.86E-26,-0.238457639,1.38E-06,
ENSMUSG00000069833,1.597863803,9.08E-10,0.233780044,1.26E-18,
ENSMUSG00000071637,1.597082576,2.00E-06,-1.362307587,0.003890451,
ENSMUSG00000036120,1.595889259,0.006276488,-0.33928987,0.000588844,
ENSMUSG00000041268,1.593855799,1.39E-07,-0.873665513,0.005011872,
ENSMUSG00000033730,1.593820559,1.87E-11,0.10974437,0.003715352,
ENSMUSG00000061731,1.593204886,1.08E-12,-0.996168345,0.001380384,
ENSMUSG00000037355,1.592510607,3.34E-19,-0.291836586,0.001584893,
ENSMUSG00000003752,1.591640636,6.98E-08,-0.099302388,0.008317638,
ENSMUSG00000097216,1.590706788,0.217419009,0.119321167,0.00030903,
ENSMUSG00000043279,1.590057961,4.67E-07,-0.243183172,4.57E-05,
ENSMUSG00000028830,1.589795684,3.15E-51,-0.52795321,7.41E-08,
ENSMUSG00000066235,1.589240601,2.36E-06,1.579737401,0.007585776,
ENSMUSG00000037447,1.58896253,6.49E-06,0.782906531,0.00851138,
ENSMUSG00000040841,1.588807486,0.000466897,1.008947812,0.007413102,
ENSMUSG00000040651,1.588611991,0.004177376,1.83619925,1.58E-12,
ENSMUSG00000040268,1.583770071,5.83E-29,-0.541904639,3.89E-05,
ENSMUSG00000050064,1.581512852,1.88E-06,-0.533479098,0.000177828,
ENSMUSG00000022382,1.580596207,0.059817051,-0.431448314,0.002630268,
ENSMUSG00000055994,1.58001451,0.058258595,1.998685867,0.002951209,
ENSMUSG00000028760,1.579974684,2.30E-10,-0.26689934,1.26E-20,
ENSMUSG00000066406,1.578755188,6.18E-36,0.48032192,0.009120108,
ENSMUSG00000046822,1.578452292,6.59E-12,-0.728382983,7.94E-12,
ENSMUSG00000034647,1.577745948,2.72E-45,3.062561886,2.40E-07,
ENSMUSG00000029009,1.577674004,1.92E-17,0.10017342,0.003467369,
ENSMUSG00000042035,1.576329666,3.19E-12,-0.504714454,8.71E-05,
ENSMUSG00000038618,1.575319444,0.001974677,0.162587817,0.00011749,
ENSMUSG00000022175,1.574827298,3.31E-14,0.064909962,2.51E-61,
ENSMUSG00000016262,1.573649204,2.06E-08,2.956308349,2.82E-05,
ENSMUSG00000038860,1.572676504,3.62E-10,2.141667687,0.001548817,
ENSMUSG00000038174,1.572394616,2.02E-07,1.389549487,0.002951209,
ENSMUSG00000017756,1.569931566,7.68E-22,0.708050129,2.57E-05,
ENSMUSG00000108801,1.568565959,0.173962433,-1.51187467,0.000933254,
ENSMUSG00000049871,1.567109932,7.78E-10,-0.07518632,4.79E-07,
ENSMUSG00000034863,1.566944923,4.70E-19,-0.931552336,3.16E-22,
ENSMUSG00000006205,1.566258848,2.45E-14,-0.580969964,0.000331131,
ENSMUSG00000032855,1.561928655,1.32E-15,-0.107956877,2.00E-22,
ENSMUSG00000057133,1.556804069,1.41E-11,0.640455998,0.005623413,
ENSMUSG00000020585,1.556484138,3.16E-14,0.972433808,0.009120108,
ENSMUSG00000026836,1.555536621,1.98E-09,1.153664407,0.001737801,
ENSMUSG00000025220,1.554739442,2.40E-11,-0.433023094,0.000398107,
ENSMUSG00000067942,1.55400919,4.40E-09,0.540376387,1.95E-10,
ENSMUSG00000032812,1.553412622,2.05E-12,0.15298129,0.00851138,
ENSMUSG00000117284,1.552734325,0.000115516,1.538870198,1.26E-28,
ENSMUSG00000034757,1.55193923,3.01E-19,-1.220399711,4.27E-06,
ENSMUSG00000061898,1.550387874,1.02E-05,1.293311534,2.88E-07,
ENSMUSG00000032737,1.549915305,4.01E-26,-0.754166584,3.16E-19,
ENSMUSG00000021009,1.549031573,5.42E-11,-0.240890443,2.51E-11,
ENSMUSG00000020841,1.547384946,3.46E-11,-0.093901828,0.001778279,
ENSMUSG00000025408,1.544841352,0.000711163,0.656919303,5.25E-06,
ENSMUSG00000038418,1.544090559,3.51E-06,1.62161199,1.58E-07,
ENSMUSG00000039953,1.543472152,5.46E-11,0.255001172,0.002041738,
ENSMUSG00000034354,1.543295942,7.19E-23,0.189527978,0.004466836,
ENSMUSG00000022195,1.538763948,1.86E-18,-0.475504141,0.002344229,
ENSMUSG00000025809,1.536690134,3.51E-11,-0.120961038,5.01E-34,
ENSMUSG00000055980,1.535864097,0.00023467,-0.355029659,5.01E-14,
ENSMUSG00000006676,1.535215372,7.60E-25,-0.068231079,0.006309573,
ENSMUSG00000056260,1.534685631,3.41E-11,2.045599952,7.24E-09,
ENSMUSG00000022337,1.533692213,3.55E-12,4.177656302,0.003090295,
ENSMUSG00000052727,1.532876822,1.85E-07,-0.555077406,1.26E-42,
ENSMUSG00000037415,1.532492765,5.41E-10,-0.528333766,0.001412538,
ENSMUSG00000028849,1.529633046,1.69E-14,0.093529366,0.000229087,
ENSMUSG00000094410,1.527847702,0.000446391,-1.315771148,3.16E-15,
ENSMUSG00000033671,1.527642958,2.26E-07,1.429235848,0.001513561,
ENSMUSG00000029598,1.527629769,5.96E-21,-0.095081332,0.001513561,
ENSMUSG00000085741,1.527203607,0.091665153,2.022639127,6.76E-05,
ENSMUSG00000001138,1.52715525,5.93E-13,-0.190460925,2.04E-05,
ENSMUSG00000049686,1.526913545,9.46E-14,0.372170816,0.00691831,
ENSMUSG00000025147,1.523341245,0.000449166,0.356255887,0.000186209,
ENSMUSG00000030352,1.522880958,1.44E-15,-0.206233724,5.50E-09,
ENSMUSG00000079020,1.522136769,1.54E-09,-1.253059142,2.00E-05,
ENSMUSG00000045095,1.522100538,6.41E-08,2.21933345,0.0001,
ENSMUSG00000028465,1.521938544,2.90E-11,0.350787109,0.001174898,
ENSMUSG00000079334,1.521369499,6.62E-12,1.189306291,0.001412538,
ENSMUSG00000027742,1.521237368,4.78E-11,-2.468285478,0.003388442,
ENSMUSG00000051147,1.519922432,0.028366459,2.695893988,0.003890451,
ENSMUSG00000080316,1.518973484,6.07E-08,0.050549429,3.47E-07,
ENSMUSG00000003581,1.517387507,7.95E-08,-0.11359505,0.003630781,
ENSMUSG00000024942,1.515519083,5.29E-09,3.514517667,4.37E-05,
ENSMUSG00000052713,1.515511002,5.74E-07,1.834859704,1.55E-07,
ENSMUSG00000036686,1.514546631,1.84E-09,-0.599051582,0.005248075,
ENSMUSG00000041120,1.513456534,2.42E-13,-0.286657341,0.000281838,
ENSMUSG00000070565,1.51164037,3.18E-10,0.375203917,0.005754399,
ENSMUSG00000049807,1.511362765,4.28E-16,0.210418039,0.000102329,
ENSMUSG00000048126,1.508589897,0.000166159,-0.801483043,1.00E-23,
ENSMUSG00000020941,1.506840531,1.27E-18,-0.25477669,0.001513561,
ENSMUSG00000078902,1.506793444,0.000971709,-0.810613028,0.001995262,
ENSMUSG00000078517,1.506722538,4.81E-24,-0.242110515,0.005128614,
ENSMUSG00000036985,1.505414841,2.21E-06,-0.069754271,0.004265795,
ENSMUSG00000026277,1.504811388,8.15E-19,0.120456336,0.002754229,
ENSMUSG00000016933,1.500442808,2.88E-14,-0.300820519,5.50E-09,
ENSMUSG00000034247,1.4974125,8.84E-08,-0.674001829,7.41E-05,
ENSMUSG00000026463,1.496431768,0.002823473,0.232337393,1.02E-07,
ENSMUSG00000027848,1.493081521,6.73E-14,-0.690057045,3.02E-09,
ENSMUSG00000036503,1.492941384,9.64E-08,0.73270314,0.008128305,
ENSMUSG00000051343,1.490891809,4.89E-12,-0.545611841,0.003090295,
ENSMUSG00000036339,1.49021217,1.88E-08,3.037890543,0.00616595,
ENSMUSG00000058331,1.488466572,0.064687207,1.731485168,1.58E-15,
ENSMUSG00000024349,1.485832895,0.000100803,1.647303414,0.000776247,
ENSMUSG00000044145,1.485055,0.053365432,1.906554378,0.004897788,
ENSMUSG00000070814,1.484950322,0.000323085,-0.598538381,4.17E-05,
ENSMUSG00000016128,1.482094868,6.35E-24,0.683480367,0.001698244,
ENSMUSG00000026389,1.481587995,9.10E-05,0.299053417,0.001348963,
ENSMUSG00000034708,1.480787569,1.00E-19,0.116461584,3.16E-12,
ENSMUSG00000074884,1.479866198,9.71E-07,0.294961487,4.27E-05,
ENSMUSG00000047514,1.479528604,6.03E-11,0.608603383,0.000107152,
ENSMUSG00000086503,1.478540487,6.95E-21,2.205573065,2.00E-52,
ENSMUSG00000019944,1.477556135,7.79E-17,-0.568095196,0.00017378,
ENSMUSG00000031168,1.476189776,5.05E-12,-0.127195057,3.98E-19,
ENSMUSG00000025212,1.475379318,3.42E-17,1.296034635,0.002818383,
ENSMUSG00000052684,1.47476605,1.15E-10,0.460894042,1.00E-145,
ENSMUSG00000030727,1.474188668,7.83E-18,-0.714913575,9.33E-10,
ENSMUSG00000042298,1.473495712,2.83E-06,-0.619284353,0.003890451,
ENSMUSG00000037098,1.47324646,3.42E-21,-0.907795972,4.68E-10,
ENSMUSG00000020777,1.472903588,3.66E-28,-0.034046003,1.51E-06,
ENSMUSG00000024913,1.472903385,0.000126629,-0.056977699,2.24E-08,
ENSMUSG00000008734,1.472293135,7.12E-05,-0.012103628,9.12E-06,
ENSMUSG00000033386,1.469171679,0.002268627,0.335852072,0.003162278,
ENSMUSG00000022604,1.46908355,0.000134361,1.241430209,0.001380384,
ENSMUSG00000072774,1.468328137,0.137636841,1.443159785,0.000489779,
ENSMUSG00000002052,1.465372157,7.16E-10,0.018113636,4.68E-07,
ENSMUSG00000036256,1.464280027,3.15E-21,0.344430013,0.003801894,
ENSMUSG00000039100,1.463646415,7.22E-06,-0.027398771,0.000457088,
ENSMUSG00000030172,1.461457315,0.000142148,0.015598788,1.74E-06,
ENSMUSG00000062743,1.460350989,0.05354413,2.268052725,1.70E-06,
ENSMUSG00000029338,1.460272355,0.00114224,0.715084914,0.00040738,
ENSMUSG00000030257,1.460139436,9.52E-15,-0.111013372,9.77E-05,
ENSMUSG00000039990,1.459608789,0.000618234,1.264150961,0.000524807,
ENSMUSG00000031399,1.458973175,2.05E-17,-0.389107043,0.001949845,
ENSMUSG00000002617,1.458919681,0.001795913,1.605048377,1.58E-23,
ENSMUSG00000040722,1.456442785,1.62E-06,2.705548002,0.008128305,
ENSMUSG00000107476,1.454602249,1.94E-24,-0.49114507,0.000204174,
ENSMUSG00000034173,1.454518218,2.85E-05,1.561883448,9.12E-07,
ENSMUSG00000021945,1.451922579,3.58E-05,2.192678104,1.70E-09,
ENSMUSG00000027829,1.451034562,5.71E-11,1.360285729,1.58E-30,
ENSMUSG00000028468,1.45103167,2.63E-08,1.349797155,0.001479108,
ENSMUSG00000072704,1.448676725,1.03E-16,0.572592211,0.00616595,
ENSMUSG00000026987,1.448401635,2.66E-11,1.674624305,3.72E-07,
ENSMUSG00000030748,1.447423929,1.82E-06,-0.257441842,2.95E-08,
ENSMUSG00000020818,1.447213686,5.80E-06,0.091884807,1.62E-05,
ENSMUSG00000025745,1.446404819,9.40E-13,-0.167231724,3.02E-05,
ENSMUSG00000048000,1.445513455,4.71E-06,0.368463419,0.005011872,
ENSMUSG00000021143,1.445011914,3.88E-12,-0.594609073,3.98E-16,
ENSMUSG00000002266,1.444968316,6.75E-10,0.039003531,0.007079458,
ENSMUSG00000019916,1.444643902,1.44E-10,0.118160815,2.69E-05,
ENSMUSG00000031962,1.441448152,3.35E-32,0.290214859,6.31E-32,
ENSMUSG00000040365,1.440825215,7.79E-09,0.600267991,0.003162278,
ENSMUSG00000040511,1.440811848,5.27E-07,1.42458936,0.000912011,
ENSMUSG00000033295,1.4391726,0.003928166,0.265836325,0.002884032,
ENSMUSG00000048232,1.438377026,9.63E-06,-0.407120342,0.003715352,
ENSMUSG00000026674,1.437685031,6.74E-06,-0.717940044,1.58E-21,
ENSMUSG00000100599,1.436403479,0.086391432,-0.605027382,0.001202264,
ENSMUSG00000007033,1.435890327,0.150860029,0.958977072,0.002511886,
ENSMUSG00000041096,1.43536298,8.45E-17,1.148982366,5.01E-46,
ENSMUSG00000024403,1.433229525,2.19E-07,2.578911071,0.000537032,
ENSMUSG00000031659,1.429727853,7.03E-07,0.247241812,1.58E-19,
ENSMUSG00000054509,1.429505823,4.03E-24,0.033750274,0.005754399,
ENSMUSG00000022270,1.428503594,4.05E-05,0.520834903,0.005623413,
ENSMUSG00000066613,1.428202524,0.005597558,1.362436961,2.09E-10,
ENSMUSG00000023951,1.42710004,1.19E-07,1.389431043,1.74E-05,
ENSMUSG00000054770,1.426673935,0.000396196,1.219035734,0.002951209,
ENSMUSG00000045211,1.425066821,0.012321366,-0.611199933,0.000251189,
ENSMUSG00000041936,1.425021845,8.95E-32,-0.599808913,0.005754399,
ENSMUSG00000018707,1.423809711,3.74E-17,-0.579833358,1.00E-10,
ENSMUSG00000028708,1.422108913,2.71E-05,-1.303321133,2.29E-08,
ENSMUSG00000024593,1.42149967,0.000711316,-0.380330285,0.007079458,
ENSMUSG00000059479,1.417677556,0.010711377,-1.024621564,0.003630781,
ENSMUSG00000021495,1.415103266,6.65E-11,0.201758021,7.94E-12,
ENSMUSG00000046169,1.413784961,1.39E-18,1.659796082,1.00E-49,
ENSMUSG00000053580,1.413622558,2.07E-25,-0.762370711,0.000275423,
ENSMUSG00000019969,1.412454932,0.000295508,-1.022098184,2.95E-06,
ENSMUSG00000045098,1.411232206,7.17E-10,1.935830004,2.88E-07,
ENSMUSG00000047414,1.410184656,2.24E-08,0.836364269,9.12E-06,
ENSMUSG00000029478,1.409818951,4.59E-07,-0.168074958,2.00E-24,
ENSMUSG00000002103,1.408200041,5.73E-19,0.694668195,0.001995262,
ENSMUSG00000063531,1.407918879,7.69E-07,-0.358292655,7.41E-08,
ENSMUSG00000038400,1.407128569,0.045236517,-0.127823215,0.000125893,
ENSMUSG00000041688,1.406572405,1.09E-10,-0.837016568,8.13E-08,
ENSMUSG00000038545,1.406247685,2.17E-07,-0.117034468,4.47E-05,
ENSMUSG00000028630,1.404861548,1.36E-13,-0.85895827,1.86E-09,
ENSMUSG00000066036,1.403689637,6.09E-10,-0.200397005,0.00162181,
ENSMUSG00000099689,1.401686951,0.085228662,1.480817392,0.007585776,
ENSMUSG00000021514,1.401150523,1.16E-08,-1.220856139,2.51E-16,
ENSMUSG00000019087,1.400014252,8.51E-11,0.599368687,1.70E-05,
ENSMUSG00000018042,1.399458141,6.27E-15,-0.427925205,3.09E-08,
ENSMUSG00000036885,1.398083715,8.83E-08,-1.430024021,0.000645654,
ENSMUSG00000000538,1.39705009,1.32E-16,-0.615445806,5.50E-06,
ENSMUSG00000064345,1.396470806,4.41E-28,0.207706813,8.51E-05,
ENSMUSG00000057367,1.395331137,2.24E-19,1.883881722,1.00E-25,
